1257.720000000000027	1.88795909530172322e-06	6.322908331547093602e-07
1257.779999999999973	1.884265359788157087e-06	6.45886696793781522e-07
1257.839999999999918	1.880462414738211515e-06	6.59467963542879441e-07
1257.899999999999864	1.876549064170632721e-06	6.730242158581173438e-07
1257.960000000000036	1.872525706745796774e-06	6.865589262541419622e-07
1258.019999999999982	1.868392812571545804e-06	7.000608045694611916e-07
1258.079999999999927	1.864150224945301625e-06	7.135336141911545754e-07
1258.139999999999873	1.859800048733116048e-06	7.269663339804364441e-07
1258.200000000000045	1.855341582312950627e-06	7.403626376502552594e-07
1258.259999999999991	1.85077832885047643e-06	7.537127087467317727e-07
1258.319999999999936	1.846109120623844467e-06	7.670198194210750341e-07
1258.379999999999882	1.841338417861432055e-06	7.802760135287394451e-07
1258.440000000000055	1.836464733820470614e-06	7.934839431179522942e-07
1258.5	1.831492879499969097e-06	8.066378735872358612e-07
1258.559999999999945	1.826421251233647584e-06	8.197397164703490666e-07
1258.619999999999891	1.821254317509049883e-06	8.327860604104981424e-07
1258.680000000000064	1.815990588830335823e-06	8.457780425266220737e-07
1258.740000000000009	1.810633515845576898e-06	8.587144815536216279e-07
1258.799999999999955	1.805181948338774686e-06	8.715957712464616611e-07
1258.8599999999999	1.799637775983211085e-06	8.844227448538972781e-07
1258.919999999999845	1.794000368887776458e-06	8.971951246263746783e-07
1258.980000000000018	1.788269746205334805e-06	9.09915481028788112e-07
1259.039999999999964	1.782445901551609491e-06	9.225829572394199767e-07
1259.099999999999909	1.776526976676954531e-06	9.352015576410284926e-07
1259.159999999999854	1.770513590997901998e-06	9.477699474393650843e-07
1259.220000000000027	1.764402323962344472e-06	9.60293242152082846e-07
1259.279999999999973	1.758194315754342746e-06	9.727697366065689127e-07
1259.339999999999918	1.751885184934195125e-06	9.852052972451361577e-07
1259.399999999999864	1.745476391981816292e-06	9.975979685869953414e-07
1259.460000000000036	1.738963394025052884e-06	1.009953941204694157e-06
1259.519999999999982	1.732347705354661229e-06	1.022271151573996748e-06
1259.579999999999927	1.725625491872644765e-06	1.03455559807474588e-06
1259.639999999999873	1.718798031611611485e-06	1.046805281247000388e-06
1259.700000000000045	1.71186299631473446e-06	1.059025400555000727e-06
1259.759999999999991	1.704821162067646667e-06	1.071214222843911986e-06
1259.819999999999936	1.697672293820289616e-06	1.083375486020678074e-06
1259.879999999999882	1.690416469922667558e-06	1.095507944116307736e-06
1259.940000000000055	1.683055822352588339e-06	1.107613225813121774e-06
1260	1.675589640450895122e-06	1.11969078821685387e-06
1260.059999999999945	1.668022331094570767e-06	1.13173961744279572e-06
1260.119999999999891	1.660352425324689034e-06	1.14376005145247864e-06
1260.180000000000064	1.652586155693990748e-06	1.15574812448948878e-06
1260.240000000000009	1.64472144468497688e-06	1.167705158472524454e-06
1260.299999999999955	1.636765613165760568e-06	1.179624244991564681e-06
1260.3599999999999	1.628716220846988202e-06	1.19150768684985365e-06
1260.419999999999845	1.620580769490406249e-06	1.203346015973620892e-06
1260.480000000000018	1.612356758508788192e-06	1.215142388387473575e-06
1260.539999999999964	1.604050939415170484e-06	1.226885529268624195e-06
1260.599999999999909	1.595661061705290368e-06	1.238579196891277726e-06
